Geographic_ area,Indicator,Sex,Time period,Observation Value,Unit of measure of deaths,,,Lower Bound,Upper Bound
 Nigeria,CME_MRY20T24: Mortality rate age 20-24,Female,2013,12.63851904,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,13.81499015,23.31876691
 Nigeria,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Female,2013,22.45228773,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,13.06402084,22.82573024
 Nigeria,CME_MRY5T24: Mortality rate age 5-24,Female,2013,43.55390037,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,12.22927182,22.54206631
 Nigeria,CME_MRY5T9: Mortality rate age 5-9,Female,2013,14.9714329,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,11.17091773,22.56521721
 Nigeria,CME_TMY0: Infant deaths,Female,2013,251314,D: Number of deaths,,,10.0266922,22.99939038
 Nigeria,CME_TMY0T4: Under-five deaths,Female,2013,411380,D: Number of deaths,,,8.689774586,23.71725084
 Nigeria,CME_TMY10T14: Deaths aged 10 to 14,Female,2013,15927,D: Number of deaths,,,7.485205185,24.82766263
 Nigeria,CME_TMY10T19: Deaths aged 10 to 19,Female,2013,31798,D: Number of deaths,,,13.40093782,18.76752413
 Nigeria,CME_TMY15T19: Deaths aged 15 to 19,Female,2013,15871,D: Number of deaths,,,13.32594597,18.36538731
 Nigeria,CME_TMY15T24: Deaths aged 15 to 24,Female,2013,34628,D: Number of deaths,,,13.1105458,17.77014598
 Nigeria,CME_TMY1T4: Child deaths (aged 1-4 years),Female,2013,160066,D: Number of deaths,,,12.73484516,17.18500155
 Nigeria,CME_TMY20T24: Deaths aged 20 to 24,Female,2013,18757,D: Number of deaths,,,12.23454244,16.71181229
 Nigeria,CME_TMY5T14: Deaths (children aged 5-14),Female,2013,53952,D: Number of deaths,,,11.64237425,16.42190415
 Nigeria,CME_TMY5T24: Deaths aged 5 to 24,Female,2013,88580,D: Number of deaths,,,10.94334498,16.17652967
 Nigeria,CME_TMY5T9: Deaths aged 5 to 9,Female,2013,38025,D: Number of deaths,,,10.24438404,16.052575
 Nigeria,GN_STUNT_ADOL_GRL: stunting among adolescent girls,Female,2013,5.2,PCNT: %,,,9.523127465,16.03506082
 Nigeria,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART,Female,2013,15000,NUMBER: Number,,,8.823803718,16.12967477
 Nigeria,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART,Female,2013,18.8,PCNT: %,,,13.68728153,18.93445195
 Nigeria,"HVA_PREV_KNOW: Per cent of young people (aged 15-24 years) with comprehensive, correct knowledge of HIV",Female,2013,24.200001,PCNT: %,,,13.57379505,18.49643894
 Nigeria,HVA_PREV_KNOW_TEST: Per cent of young people (aged 15-24 years) who know a place to get tested for HIV,Female,2013,56.200001,PCNT: %,,,13.3992463,18.00321991
 Nigeria,HVA_PREV_TEST_RES: Per cent of young people (aged 15-24 years) who have ever been tested for HIV and received the result of the last test,Female,2013,15.8,PCNT: %,,,13.05706883,17.40383003
Zimbabwe,CME_MRY0: Infant mortality rate,Female,2013,40.08573132,"D_PER_1000_B: Deaths per 1,000 live births",,,12.57692436,16.92763019
Zimbabwe,CME_MRY0T4: Under-five mortality rate,Female,2013,60.50003212,"D_PER_1000_B: Deaths per 1,000 live births",,,12.03791794,16.69762616
Zimbabwe,CME_MRY10T14: Mortality rate age 10-14,Female,2013,7.632074036,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,11.44373,16.57248135
Zimbabwe,CME_MRY10T19: Mortality rate age 10-19,Female,2013,16.79130063,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,10.83153941,16.54656167
Zimbabwe,CME_MRY15T19: Mortality rate age 15-19,Female,2013,9.2296681,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,10.15548588,16.65165041
Zimbabwe,CME_MRY15T24: Mortality rate age 15-24,Female,2013,26.34368773,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,9.462183433,16.69973516
Zimbabwe,CME_MRY1T4: Child mortality rate (aged 1-4 years),Female,2013,21.27952862,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,13.69200167,18.64990683
Zimbabwe,CME_MRY20T24: Mortality rate age 20-24,Female,2013,17.27344782,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,13.58900613,18.26120022
Zimbabwe,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Female,2013,13.89003672,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,13.40328907,17.65496838
Zimbabwe,CME_MRY5T24: Mortality rate age 5-24,Female,2013,39.86780966,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,13.07123789,17.06712045
Zimbabwe,CME_MRY5T9: Mortality rate age 5-9,Female,2013,6.306091236,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,12.56692817,16.59589612
Zimbabwe,CME_TMY0: Infant deaths,Female,2013,9695,D: Number of deaths,,,11.97204893,16.313486
Zimbabwe,CME_TMY0T4: Under-five deaths,Female,2013,14459,D: Number of deaths,,,11.29588353,16.14779997
Zimbabwe,CME_TMY10T14: Deaths aged 10 to 14,Female,2013,1404,D: Number of deaths,,,10.63694003,16.08205447
Zimbabwe,CME_TMY10T19: Deaths aged 10 to 19,Female,2013,2811,D: Number of deaths,,,9.923795072,16.11433688
Zimbabwe,CME_TMY15T19: Deaths aged 15 to 19,Female,2013,1407,D: Number of deaths,,,9.24881176,16.2291164
Zimbabwe,CME_TMY15T24: Deaths aged 15 to 24,Female,2013,3737,D: Number of deaths,,,42.72677147,54.37652272
Zimbabwe,CME_TMY1T4: Child deaths (aged 1-4 years),Female,2013,4764,D: Number of deaths,,,41.07496013,52.43777773
Zimbabwe,CME_TMY20T24: Deaths aged 20 to 24,Female,2013,2330,D: Number of deaths,,,39.44981905,50.60832699
Zimbabwe,CME_TMY5T14: Deaths (children aged 5-14),Female,2013,2606,D: Number of deaths,,,37.78440914,48.78893553
Zimbabwe,CME_TMY5T24: Deaths aged 5 to 24,Female,2013,6343,D: Number of deaths,,,36.19453499,47.23057802
Zimbabwe,CME_TMY5T9: Deaths aged 5 to 9,Female,2013,1202,D: Number of deaths,,,34.36990083,46.03538629
Zimbabwe,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART,Female,2013,16000,NUMBER: Number,,,32.72552841,45.27335812
Zimbabwe,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART,Female,2013,28.1,PCNT: %,,,31.01535786,45.15252104
Zimbabwe,HVA_EPI_DTH_ANN_0-19: Estimated number of annual AIDS-related deaths (children aged 0-19 years),Female,2013,4300,NUMBER: Number,,,29.34199167,45.54154098
Zimbabwe,HVA_EPI_DTH_ANN_15-24: Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Female,2013,1500,NUMBER: Number,,,27.47473719,45.52944501
Zimbabwe,"HVA_EPI_DTH_RT: Estimated rate of annual AIDS-related deaths (per 100,000 population)",Female,2013,88.71,"RATE_100000: Rate per 100,000 of Population",,,39.05996172,49.38505577
Zimbabwe,"HVA_EPI_DTH_RT_0-14: Estimated rate of annual AIDS-related deaths (per 100,000 population, children aged 0-14 years)",Female,2013,135.36,"RATE_100000: Rate per 100,000 of Population",,,38.64631266,49.14077145
Zimbabwe,"HVA_EPI_DTH_RT_10-19: Estimated rate of annual AIDS-related deaths (per 100,000 population, adolescents aged 10-19 years)",Female,2013,97.18,"RATE_100000: Rate per 100,000 of Population",,,38.17359158,48.69654128
Zimbabwe,HVA_EPI_INF_ANN_0-19: Estimated number of new HIV infections (children aged 0-19 years),Female,2013,11000,NUMBER: Number,,,37.64190175,48.37036918
Zimbabwe,HVA_EPI_INF_ANN_15-24: Estimated number of new HIV infections (adolescents and young people aged 15-24 years),Female,2013,14000,NUMBER: Number,,,37.1204291,48.21892488
Zimbabwe,"HVA_EPI_INF_RT: Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2013,9.09,"RATE_1000: Rate per 1,000 of Population",,,36.34281166,48.42569103
Zimbabwe,"HVA_EPI_INF_RT_0-14: Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",Female,2013,4.49,"RATE_1000: Rate per 1,000 of Population",,,35.24718048,48.58677673
Zimbabwe,HVA_EPI_LHIV_0-19: Estimated number of children (aged 0-19 years) living with HIV,Female,2013,110000,NUMBER: Number,,,33.98730187,48.73067923
Zimbabwe,HVA_EPI_LHIV_15-24: Estimated number of adolescents and young people (aged 15-24 years) living with HIV,Female,2013,120000,NUMBER: Number,,,32.74057492,49.4397631
 Nigeria,CME_MRY0: Infant mortality rate,Male,2013,87.81781625,"D_PER_1000_B: Deaths per 1,000 live births",,,31.75373373,50.97640417
 Nigeria,CME_MRY0T4: Under-five mortality rate,Male,2013,136.0716168,"D_PER_1000_B: Deaths per 1,000 live births",,,41.55460964,51.52789095
 Nigeria,CME_MRY10T14: Mortality rate age 10-14,Male,2013,8.218219538,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,40.57227703,50.33919422
 Nigeria,CME_MRY10T19: Mortality rate age 10-19,Male,2013,17.80333311,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,39.51141701,49.05133478
 Nigeria,CME_MRY15T19: Mortality rate age 15-19,Male,2013,9.664538876,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,38.41557916,47.89443423
 Nigeria,CME_MRY15T24: Mortality rate age 15-24,Male,2013,21.78111627,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,37.21793264,46.89918238
 Nigeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),Male,2013,52.94489154,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,35.98343273,46.3152774
 Nigeria,CME_MRY20T24: Mortality rate age 20-24,Male,2013,12.2348213,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,34.62538879,45.9880967
 Nigeria,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Male,2013,23.81604774,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,33.13200491,46.04720217
 Nigeria,CME_MRY5T24: Mortality rate age 5-24,Male,2013,45.07842391,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,31.58073448,46.5388142
 Nigeria,CME_MRY5T9: Mortality rate age 5-9,Male,2013,15.72707677,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,30.05516013,47.24769335
 Nigeria,CME_TMY0: Infant deaths,Male,2013,310733,D: Number of deaths,,,6.988224173,9.850301109
 Nigeria,CME_TMY0T4: Under-five deaths,Male,2013,476585,D: Number of deaths,,,6.727471219,9.50967741
 Nigeria,CME_TMY10T14: Deaths aged 10 to 14,Male,2013,17825,D: Number of deaths,,,6.421831625,9.063716387
 Nigeria,CME_TMY10T19: Deaths aged 10 to 19,Male,2013,35310,D: Number of deaths,,,6.056285214,8.569137621
 Nigeria,CME_TMY15T19: Deaths aged 15 to 19,Male,2013,17485,D: Number of deaths,,,5.638250881,8.085323056
 Nigeria,CME_TMY15T24: Deaths aged 15 to 24,Male,2013,36122,D: Number of deaths,,,5.164972264,7.632180078
 Nigeria,CME_TMY1T4: Child deaths (aged 1-4 years),Male,2013,165852,D: Number of deaths,,,4.647408177,7.281107802
 Nigeria,CME_TMY20T24: Deaths aged 20 to 24,Male,2013,18637,D: Number of deaths,,,4.071850934,6.968459278
 Nigeria,CME_TMY5T14: Deaths (children aged 5-14),Male,2013,58920,D: Number of deaths,,,3.504889528,6.725694975
 Nigeria,CME_TMY5T24: Deaths aged 5 to 24,Male,2013,95042,D: Number of deaths,,,2.990109493,6.494203985
 Nigeria,CME_TMY5T9: Deaths aged 5 to 9,Male,2013,41095,D: Number of deaths,,,7.41989975,10.4611581
 Nigeria,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART,Male,2013,8200,NUMBER: Number,,,7.178116672,10.07866259
 Nigeria,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART,Male,2013,15.6,PCNT: %,,,6.863083837,9.664329698
 Nigeria,"HVA_PREV_KNOW: Per cent of young people (aged 15-24 years) with comprehensive, correct knowledge of HIV",Male,2013,33.5,PCNT: %,,,6.526924989,9.201984288
 Nigeria,HVA_PREV_KNOW_TEST: Per cent of young people (aged 15-24 years) who know a place to get tested for HIV,Male,2013,62.900002,PCNT: %,,,6.130943491,8.74924714
 Nigeria,HVA_PREV_TEST_RES: Per cent of young people (aged 15-24 years) who have ever been tested for HIV and received the result of the last test,Male,2013,9.1000004,PCNT: %,,,5.67391717,8.324424997
Zimbabwe,CME_MRY0: Infant mortality rate,Male,2013,49.58262404,"D_PER_1000_B: Deaths per 1,000 live births",,,5.205904968,8.072854358
Zimbabwe,CME_MRY0T4: Under-five mortality rate,Male,2013,71.03386659,"D_PER_1000_B: Deaths per 1,000 live births",,,4.623104601,7.829725692
Zimbabwe,CME_MRY10T14: Mortality rate age 10-14,Male,2013,7.418312858,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,4.016375746,7.59606957
Zimbabwe,CME_MRY10T19: Mortality rate age 10-19,Male,2013,18.28234181,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,3.467017535,7.445198758
Zimbabwe,CME_MRY15T19: Mortality rate age 15-19,Male,2013,10.94522405,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,7.352325996,10.04484242
Zimbabwe,CME_MRY15T24: Mortality rate age 15-24,Male,2013,27.96705027,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,7.094405879,9.660063033
Zimbabwe,CME_MRY1T4: Child mortality rate (aged 1-4 years),Male,2013,22.52342315,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,6.786672303,9.218829584
Zimbabwe,CME_MRY20T24: Mortality rate age 20-24,Male,2013,17.21019567,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,6.433532419,8.73032659
Zimbabwe,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Male,2013,14.25643326,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,6.018413718,8.2578348
Zimbabwe,CME_MRY5T24: Mortality rate age 5-24,Male,2013,41.82477314,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,5.533494634,7.844334807
Zimbabwe,CME_MRY5T9: Mortality rate age 5-9,Male,2013,6.88922684,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,5.004029463,7.529100045
Zimbabwe,CME_TMY0: Infant deaths,Male,2013,12207,D: Number of deaths,,,4.41305578,7.27388062
Zimbabwe,CME_TMY0T4: Under-five deaths,Male,2013,17309,D: Number of deaths,,,3.813045355,7.050573623
Zimbabwe,CME_TMY10T14: Deaths aged 10 to 14,Male,2013,1312,D: Number of deaths,,,3.26304695,6.856341734
Zimbabwe,CME_TMY10T19: Deaths aged 10 to 19,Male,2013,2862,D: Number of deaths,,,0.339912936,0.391645568
Zimbabwe,CME_TMY15T19: Deaths aged 15 to 19,Male,2013,1550,D: Number of deaths,,,0.353998116,0.410975089
Zimbabwe,CME_TMY15T24: Deaths aged 15 to 24,Male,2013,3449,D: Number of deaths,,,0.364264928,0.423213478
Zimbabwe,CME_TMY1T4: Child deaths (aged 1-4 years),Male,2013,5102,D: Number of deaths,,,0.375937649,0.434934924
Zimbabwe,CME_TMY20T24: Deaths aged 20 to 24,Male,2013,1899,D: Number of deaths,,,0.399930677,0.463683072
Zimbabwe,CME_TMY5T14: Deaths (children aged 5-14),Male,2013,2590,D: Number of deaths,,,0.418002557,0.486828544
Zimbabwe,CME_TMY5T24: Deaths aged 5 to 24,Male,2013,6039,D: Number of deaths,,,0.422581734,0.497118885
Zimbabwe,CME_TMY5T9: Deaths aged 5 to 9,Male,2013,1278,D: Number of deaths,,,0.422212948,0.503974208
Zimbabwe,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART,Male,2013,13000,NUMBER: Number,,,0.43213512,0.522825197
Zimbabwe,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART,Male,2013,30.5,PCNT: %,,,0.43223004,0.536715811
Zimbabwe,HVA_EPI_DTH_ANN_0-19: Estimated number of annual AIDS-related deaths (children aged 0-19 years),Male,2013,4500,NUMBER: Number,,,9569,14030
Zimbabwe,HVA_EPI_DTH_ANN_15-24: Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Male,2013,1400,NUMBER: Number,,,10085,14314
Zimbabwe,"HVA_EPI_DTH_RT: Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2013,102.89,"RATE_100000: Rate per 100,000 of Population",,,10283,13979
Zimbabwe,"HVA_EPI_DTH_RT_0-14: Estimated rate of annual AIDS-related deaths (per 100,000 population, children aged 0-14 years)",Male,2013,136.47,"RATE_100000: Rate per 100,000 of Population",,,10366,13428
Zimbabwe,"HVA_EPI_DTH_RT_10-19: Estimated rate of annual AIDS-related deaths (per 100,000 population, adolescents aged 10-19 years)",Male,2013,104.17,"RATE_100000: Rate per 100,000 of Population",,,10343,12611
Zimbabwe,HVA_EPI_INF_ANN_0-19: Estimated number of new HIV infections (children aged 0-19 years),Male,2013,6000,NUMBER: Number,,,10206,11561
Zimbabwe,HVA_EPI_INF_ANN_15-24: Estimated number of new HIV infections (adolescents and young people aged 15-24 years),Male,2013,5700,NUMBER: Number,,,9208,10166
Zimbabwe,"HVA_EPI_INF_RT: Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2013,1.62,"RATE_1000: Rate per 1,000 of Population",,,8206,9063
Zimbabwe,"HVA_EPI_INF_RT_0-14: Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",Male,2013,4.54,"RATE_1000: Rate per 1,000 of Population",,,7681,8472
Zimbabwe,HVA_EPI_LHIV_0-19: Estimated number of children (aged 0-19 years) living with HIV,Male,2013,94000,NUMBER: Number,,,7439,8222
Zimbabwe,HVA_EPI_LHIV_15-24: Estimated number of adolescents and young people (aged 15-24 years) living with HIV,Male,2013,56000,NUMBER: Number,,,20.11944212,31.47456004
 Nigeria,CME_MRM0: Neonatal mortality rate, Total,2014,37.25280229,"D_PER_1000_B: Deaths per 1,000 live births",,,20.4719143,30.73050268
 Nigeria,CME_MRM1T11: Mortality rate age 1-11 months, Total,2014,44.37417547,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,20.44406362,29.22596339
 Nigeria,CME_MRM1T59: Mortality rate 1-59 months, Total,2014,93.90335153,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,20.34446403,27.46351748
 Nigeria,CME_MRY0: Infant mortality rate, Total,2014,79.97391537,"D_PER_1000_B: Deaths per 1,000 live births",,,20.25546497,25.56160836
 Nigeria,CME_MRY0T4: Under-five mortality rate, Total,2014,127.6579908,"D_PER_1000_B: Deaths per 1,000 live births",,,19.9993173,23.19157458
 Nigeria,CME_MRY10T14: Mortality rate age 10-14, Total,2014,7.757045865,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,18.32927583,20.60818499
 Nigeria,CME_MRY10T19: Mortality rate age 10-19, Total,2014,16.90361606,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,16.60491357,18.65519141
 Nigeria,CME_MRY15T19: Mortality rate age 15-19, Total,2014,9.218075228,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,15.6004483,17.51399533
 Nigeria,CME_MRY15T24: Mortality rate age 15-24, Total,2014,21.21397936,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,15.11210403,16.99515677
 Nigeria,CME_MRY1T4: Child mortality rate (aged 1-4 years), Total,2014,51.8290473,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,13259,16583
 Nigeria,CME_MRY20T24: Mortality rate age 20-24, Total,2014,12.10751208,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,13671,17224
 Nigeria,CME_MRY5T14: Mortality rate (children aged 5 to 14 years), Total,2014,22.66597234,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,13640,17247
 Nigeria,CME_MRY5T24: Mortality rate age 5-24, Total,2014,43.39911623,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,13475,17038
 Nigeria,CME_MRY5T9: Mortality rate age 5-9, Total,2014,15.02547981,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,13009,16602
 Nigeria,CME_PND: Neonatal deaths as a percentage of under-five deaths, Total,2014,0.300285247,PCNT: %,,,12592,16298
 Nigeria,CME_SB: Stillbirths, Total,2014,173404,STILLBIRTHS: Number of stillbirths,,,12036,15938
 Nigeria,CME_SBR: Stillbirth rate, Total,2014,23.55180642,"SB_PER_1000_B: Stillbirths per 1,000 total births",,,11440,15643
 Nigeria,CME_TMM0: Neonatal deaths, Total,2014,267601,D: Number of deaths,,,10967,15712
 Nigeria,CME_TMM1T11: Deaths age 1-11 months, Total,2014,296020,D: Number of deaths,,,10412,16009
 Nigeria,CME_TMM1T59: Deaths age 1-59 months, Total,2014,623555,D: Number of deaths,,,8405,10692
 Nigeria,CME_TMY0: Infant deaths, Total,2014,563621,D: Number of deaths,,,8315,10769
 Nigeria,CME_TMY0T4: Under-five deaths, Total,2014,891156,D: Number of deaths,,,8046,10514
 Nigeria,CME_TMY10T14: Deaths aged 10 to 14, Total,2014,34252,D: Number of deaths,,,8116,10503
 Nigeria,CME_TMY10T19: Deaths aged 10 to 19, Total,2014,68004,D: Number of deaths,,,6819,9111
 Nigeria,CME_TMY15T19: Deaths aged 15 to 19, Total,2014,33752,D: Number of deaths,,,6415,8724
 Nigeria,CME_TMY15T24: Deaths aged 15 to 24, Total,2014,71193,D: Number of deaths,,,5901,8256
 Nigeria,CME_TMY1T4: Child deaths (aged 1-4 years), Total,2014,327535,D: Number of deaths,,,5526,8041
 Nigeria,CME_TMY20T24: Deaths aged 20 to 24, Total,2014,37441,D: Number of deaths,,,4827,7473
 Nigeria,CME_TMY5T14: Deaths (children aged 5-14), Total,2014,113910,D: Number of deaths,,,4355,7271
 Nigeria,CME_TMY5T24: Deaths aged 5 to 24, Total,2014,185103,D: Number of deaths,,,23488,28446
 Nigeria,CME_TMY5T9: Deaths aged 5 to 9, Total,2014,79658,D: Number of deaths,,,22539,27461
 Nigeria,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider, Total,2014,44.44199,PCNT: %,,,21402,26217
 Nigeria,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART, Total,2014,26000,NUMBER: Number,,,20035,24786
 Nigeria,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART, Total,2014,19.9,PCNT: %,,,17353,21692
 Nigeria,HVA_PMTCT_ARV_NUM: Reported number of pregnant woment living with HIV receiving anitretroviral treatments (ARVs) for prevention of mother to child transmission programmes (PMTCT), Total,2014,60100,NUMBER: Number,,,15384,19622
 Nigeria,IM_BCG: Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis), Total,2014,51,PCNT: %,,,14193,18575
 Nigeria,IM_DTP1: Percentage of surviving infants who received the first dose of DTP-containing vaccine, Total,2014,48,PCNT: %,,,13345,18080
 Nigeria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine, Total,2014,43,PCNT: %,,,12057,17175
 Nigeria,IM_HEPB3: Percentage of surviving infants who received the third dose of hep B-containing vaccine, Total,2014,43,PCNT: %,,,11107,16971
 Nigeria,IM_HEPBB: Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth, Total,2014,30,PCNT: %,,,10002,11677
 Nigeria,IM_HIB3: Percentage of surviving infants who received the third dose of Hib-containing vaccine, Total,2014,43,PCNT: %,,,10193,11949
 Nigeria,IM_MCV1: Percentage of surviving infants who received the first dose of measles-containing vaccine, Total,2014,44,PCNT: %,,,10071,11831
 Nigeria,IM_POL3: Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine, Total,2014,40,PCNT: %,,,9977,11778
 Nigeria,IM_YFV: Percentage of surviving infants who received yellow fever- containing vaccine (for countries at risk and where the vaccine is in the national schedule), Total,2014,41,PCNT: %,,,9192,10928
Zimbabwe,CME_MRM0: Neonatal mortality rate, Total,2014,28.47875073,"D_PER_1000_B: Deaths per 1,000 live births",,,8823,10603
Zimbabwe,CME_MRM1T11: Mortality rate age 1-11 months, Total,2014,14.97166261,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,8343,10181
Zimbabwe,CME_MRM1T59: Mortality rate 1-59 months, Total,2014,34.8031284,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,7945,9910
Zimbabwe,CME_MRY0: Infant mortality rate, Total,2014,43.02403909,"D_PER_1000_B: Deaths per 1,000 live births",,,7442,9620
Zimbabwe,CME_MRY0T4: Under-five mortality rate, Total,2014,62.29072952,"D_PER_1000_B: Deaths per 1,000 live births",,,7029,9575
Zimbabwe,CME_MRY10T14: Mortality rate age 10-14, Total,2014,7.56439568,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,12574,14625
Zimbabwe,CME_MRY10T19: Mortality rate age 10-19, Total,2014,17.53257594,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,12802,14912
Zimbabwe,CME_MRY15T19: Mortality rate age 15-19, Total,2014,10.04415825,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,12643,14783
Zimbabwe,CME_MRY15T24: Mortality rate age 15-24, Total,2014,26.60366401,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,12529,14701
Zimbabwe,CME_MRY1T4: Child mortality rate (aged 1-4 years), Total,2014,20.13288861,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,11589,13695
Zimbabwe,CME_MRY20T24: Mortality rate age 20-24, Total,2014,16.72751962,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,11137,13306
Zimbabwe,CME_MRY5T14: Mortality rate (children aged 5 to 14 years), Total,2014,13.71635248,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,10580,12827
Zimbabwe,CME_MRY5T24: Mortality rate age 5-24, Total,2014,39.95511126,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,10085,12541
Zimbabwe,CME_MRY5T9: Mortality rate age 5-9, Total,2014,6.198847332,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,9461,12206
Zimbabwe,CME_PND: Neonatal deaths as a percentage of under-five deaths, Total,2014,0.460261169,PCNT: %,,,8958,12150
Zimbabwe,CME_SB: Stillbirths, Total,2014,9668,STILLBIRTHS: Number of stillbirths,,,22719,26160
Zimbabwe,CME_SBR: Stillbirth rate, Total,2014,19.43952806,"SB_PER_1000_B: Stillbirths per 1,000 total births",,,23174,26715
Zimbabwe,CME_TMM0: Neonatal deaths, Total,2014,13887,D: Number of deaths,,,22864,26468
Zimbabwe,CME_TMM1T11: Deaths age 1-11 months, Total,2014,7037,D: Number of deaths,,,22679,26371
Zimbabwe,CME_TMM1T59: Deaths age 1-59 months, Total,2014,16285,D: Number of deaths,,,20937,24510
Zimbabwe,CME_TMY0: Infant deaths, Total,2014,20924,D: Number of deaths,,,20112,23812
Zimbabwe,CME_TMY0T4: Under-five deaths, Total,2014,30172,D: Number of deaths,,,19076,22879
Zimbabwe,CME_TMY10T14: Deaths aged 10 to 14, Total,2014,2770,D: Number of deaths,,,18154,22311
Zimbabwe,CME_TMY10T19: Deaths aged 10 to 19, Total,2014,5836,D: Number of deaths,,,17007,21729
Zimbabwe,CME_TMY15T19: Deaths aged 15 to 19, Total,2014,3066,D: Number of deaths,,,16077,21627
Zimbabwe,CME_TMY15T24: Deaths aged 15 to 24, Total,2014,7220,D: Number of deaths,,,17125,20537
Zimbabwe,CME_TMY1T4: Child deaths (aged 1-4 years), Total,2014,9248,D: Number of deaths,,,16917,20325
